Loan_ID,Customer_ID,Age,Gender,Employment_Type,Employment_Years,Annual_Income,Credit_Score,Existing_Loans,Previous_Defaults,DTI_Ratio,Loan_Amount,Loan_Tenure_Months,Interest_Rate,Loan_Purpose,EMI,Collateral_Value,Application_Date,Loan_Status,Default_Flag
L119799,C119799,38,Female,Salaried,5.2,620361.0,607,1,0,0.377,908422,18,10.96,Vehicle,54959.57,1055038.0,2025-08-29,Approved,0
L119800,C119800,57,Female,Business,7.0,180000.0,713,2,0,0.11,284580,24,9.62,Education,13082.07,31110.0,2023-05-09,Approved,0
L119801,C119801,45,Male,Self-employed,2.6,1101861.0,669,0,0,0.07,543072,12,10.93,Personal,47979.87,16238.0,2024-02-19,Rejected,0
L119802,C119802,44,Female,Salaried,2.7,1299324.0,686,4,0,0.297,1114039,12,12.79,Home Improvement,99393.2,1341344.0,2023-04-23,Approved,0
L119803,C119803,38,Female,Self-employed,5.1,251587.0,685,2,0,0.283,202130,48,11.39,Personal,5262.52,66098.0,2025-08-03,Rejected,0
L119804,C119804,47,Female,Salaried,5.2,733419.0,708,1,0,0.234,584341,84,9.58,Medical,9574.42,173093.0,2024-03-10,Rejected,0
L119805,C119805,35,Male,Self-employed,10.6,703566.0,737,1,0,0.225,338790,24,7.98,Personal,15319.46,87549.0,2024-07-05,Approved,0
L119806,C119806,41,Female,Self-employed,5.7,674693.0,667,2,0,0.317,861978,24,8.46,Vehicle,39166.02,1201912.0,2023-08-30,Rejected,0
L119807,C119807,29,Male,Self-employed,0.5,722224.0,840,1,0,0.27,1124015,48,7.0,Education,26915.94,122961.0,2025-10-08,Approved,0
L119808,C119808,48,Male,Salaried,4.4,385760.0,637,0,0,0.176,252764,24,11.07,Home Improvement,11789.0,332075.0,2023-08-28,Approved,0
L119809,C119809,41,Male,Salaried,6.0,516938.0,713,2,0,0.328,277226,36,10.4,Business,8997.46,455376.0,2024-02-08,Approved,0
L119810,C119810,58,Female,Self-employed,5.8,362842.0,627,2,1,0.428,210057,60,12.09,Home Improvement,4682.16,356250.0,2024-08-10,Approved,0
L119811,C119811,62,Male,Salaried,12.3,366732.0,657,1,1,0.239,484555,48,10.97,Home Improvement,12516.52,315002.0,2025-06-22,Approved,1
L119812,C119812,46,Male,Business,7.5,566759.0,709,1,0,0.196,970218,12,8.76,Personal,84739.05,203191.0,2024-07-31,Rejected,0
L119813,C119813,39,Male,Self-employed,5.8,914611.0,787,1,0,0.216,852605,72,9.86,Business,15735.09,576851.0,2024-09-21,Approved,0
L119814,C119814,29,Male,Salaried,6.3,920973.0,703,0,0,0.379,1349487,24,8.79,Vehicle,61521.02,2425721.0,2023-04-05,Approved,0
L119815,C119815,47,Male,Salaried,4.6,1277459.0,817,2,0,0.243,824668,24,7.0,Vehicle,36922.51,764276.0,2025-12-23,Rejected,0
L119816,C119816,40,Male,Self-employed,3.8,614137.0,717,2,0,0.184,443694,84,7.0,Education,6696.53,145545.0,2023-11-01,Rejected,0
L119817,C119817,43,Female,Business,4.0,807782.0,645,1,0,0.406,911436,48,11.0,Vehicle,23556.54,907086.0,2025-02-14,Approved,1
L119818,C119818,55,Male,Salaried,7.4,1263239.0,773,5,0,0.389,837239,48,8.61,Education,20680.03,356250.0,2023-04-22,Approved,0
L119819,C119819,30,Male,Salaried,2.2,1121188.0,742,0,0,0.201,471353,60,10.98,Home Improvement,10243.66,360558.0,2025-07-09,Approved,0
L119820,C119820,29,Male,Self-employed,3.8,911305.0,747,0,0,0.145,1043616,48,7.9,Home Improvement,25428.76,776101.0,2025-08-13,Approved,0
L119821,C119821,36,Male,Self-employed,0.7,418848.0,691,2,0,,95176,60,9.78,Medical,2011.92,34016.0,2024-11-11,Approved,1
L119822,C119822,46,Male,Business,9.5,312126.0,733,2,0,0.178,189112,36,9.64,Vehicle,6070.2,233819.0,2025-03-29,Approved,0
L119823,C119823,44,Female,Business,14.6,922576.0,734,1,0,0.195,717024,48,9.48,Vehicle,18007.04,1084221.0,2024-05-22,Approved,0
L119824,C119824,29,Female,Self-employed,5.0,1128255.0,646,3,0,0.261,488136,36,10.29,Personal,15817.32,138176.0,2024-03-14,Rejected,0
L119825,C119825,46,Male,Salaried,13.0,536179.0,633,0,0,0.345,968468,72,11.67,Home Improvement,18767.95,1443257.0,2025-05-30,Approved,0
L119826,C119826,26,Male,Self-employed,6.2,375745.0,717,0,0,0.224,364879,84,9.93,Vehicle,6044.23,432955.0,2025-08-29,Rejected,0
L119827,C119827,30,Male,Salaried,4.3,705544.0,714,3,0,0.181,813740,48,7.88,Personal,19819.97,336988.0,2023-11-03,Rejected,0
L119828,C119828,37,Female,Salaried,7.3,180000.0,677,2,0,0.246,203742,60,7.84,Medical,4115.57,68455.0,2023-09-20,Approved,1
L119829,C119829,32,Male,Self-employed,4.8,684461.0,701,0,0,0.487,1111472,36,9.11,Home Improvement,35401.44,999815.0,2023-05-08,Approved,0
L119830,C119830,47,Female,Salaried,4.3,395563.0,641,0,0,0.383,378205,36,12.1,Education,12579.89,63295.0,2024-02-24,Rejected,0
L119831,C119831,41,Male,Self-employed,5.7,935391.0,703,1,0,0.178,1267880,24,7.0,Education,56766.26,511556.0,2023-02-07,Approved,0
L119832,C119832,56,Male,Salaried,12.8,888918.0,678,1,0,0.411,203861,60,12.68,Home Improvement,4605.14,207296.0,2023-02-13,Approved,1
L119833,C119833,36,Female,Business,3.8,180000.0,618,1,0,0.247,245634,60,9.47,Vehicle,5155.17,176729.0,2025-07-13,Rejected,0
L119834,C119834,37,Male,Salaried,6.8,1095572.0,800,1,0,0.116,853300,36,7.0,Vehicle,26347.43,1509947.0,2023-05-11,Approved,0
L119835,C119835,50,Female,Business,8.8,392733.0,760,1,0,0.273,276847,36,9.65,Personal,8887.65,84836.0,2024-08-08,Rejected,0
L119836,C119836,37,Male,Salaried,1.5,260877.0,610,2,0,0.138,448432,18,9.05,Home Improvement,26735.78,617869.0,2024-07-30,Rejected,0
L119837,C119837,53,Female,Salaried,9.0,523174.0,716,1,0,0.421,461415,36,9.64,Personal,14810.7,6790.0,2024-06-19,Rejected,0
L119838,C119838,43,Male,Salaried,4.6,412097.0,583,1,1,0.264,603822,36,11.24,Education,19837.06,132098.0,2024-07-31,Approved,1
L119839,C119839,21,Female,Business,9.5,450304.0,655,0,1,0.287,922393,48,10.56,Education,23643.11,328385.0,2025-02-08,Rejected,0
L119840,C119840,50,Male,Self-employed,12.1,481420.0,639,2,0,0.222,701647,84,13.03,Personal,12775.78,301302.0,2025-07-01,Rejected,0
L119841,C119841,47,Male,Salaried,8.8,561712.0,687,0,0,0.226,147294,84,10.6,Personal,2491.16,6304.0,2025-03-22,Rejected,0
L119842,C119842,48,Male,Salaried,6.4,431893.0,613,1,0,0.359,318461,72,9.86,Medical,5877.3,57440.0,2023-02-12,Approved,0
L119843,C119843,21,Male,Salaried,3.3,1444814.0,718,0,0,0.372,1048081,36,9.34,Vehicle,33494.79,1394259.0,2024-09-22,Approved,0
L119844,C119844,31,Male,Self-employed,8.8,417507.0,645,0,1,0.172,585528,48,10.2,Vehicle,14906.81,506134.0,2023-05-03,Approved,0
L119845,C119845,32,Male,Salaried,9.4,1426721.0,754,2,0,0.366,606323,48,7.76,Medical,14733.91,245621.0,2023-07-08,Rejected,0
L119846,C119846,30,Male,Salaried,21.9,1293537.0,704,3,0,0.387,1454058,84,8.55,Education,23063.75,61881.0,2023-05-15,Rejected,0
L119847,C119847,55,Male,Self-employed,3.1,950168.0,688,3,0,0.277,696884,12,8.71,Personal,60849.86,141325.0,2023-07-28,Approved,0
L119848,C119848,38,Female,Salaried,4.6,1613092.0,747,2,0,0.496,1495917,36,8.25,Personal,47049.32,178375.0,2024-12-13,Approved,0
L119849,C119849,38,Male,Self-employed,6.9,338562.0,793,0,0,0.39,511571,36,9.47,Medical,16379.95,133598.0,2025-07-23,Rejected,0
L119850,C119850,44,Male,Self-employed,14.7,651616.0,726,6,0,0.41,944798,36,11.16,Business,31003.11,633665.0,2024-07-20,Rejected,0
L119851,C119851,44,Male,Salaried,8.1,264382.0,656,1,0,0.208,347686,36,9.41,Personal,11122.79,118144.0,2023-04-24,Rejected,0
L119852,C119852,21,Male,Salaried,3.9,793451.0,710,0,0,0.158,1194648,84,10.64,Personal,20229.86,344244.0,2023-04-05,Approved,0
L119853,C119853,32,Male,Self-employed,1.0,597911.0,615,0,0,0.05,1109665,36,11.93,Personal,36819.67,499836.0,2024-03-30,Approved,0
L119854,C119854,24,Female,Salaried,7.3,534954.0,641,1,0,0.318,870058,18,13.04,Vehicle,53479.21,588161.0,2025-07-13,Approved,0
L119855,C119855,42,Female,Business,25.7,733991.0,743,0,0,0.284,999959,24,8.78,Personal,45582.0,295790.0,2023-02-22,Rejected,0
L119856,C119856,35,Female,Self-employed,11.2,1919385.0,850,0,0,0.169,1461206,36,7.0,Vehicle,45117.8,1950016.0,2023-05-02,Rejected,0
L119857,C119857,38,Male,Salaried,2.2,1071608.0,764,2,0,0.327,418241,36,10.7,Medical,13633.33,98574.0,2023-02-15,Rejected,0
L119858,C119858,21,Male,Business,15.0,366956.0,710,2,0,0.321,443297,48,9.48,Personal,11132.78,24131.0,2023-11-27,Rejected,0
L119859,C119859,35,Male,Salaried,4.5,417619.0,608,0,0,0.199,280572,60,10.79,Home Improvement,6070.97,317609.0,2023-10-14,Approved,0
L119860,C119860,49,Female,Salaried,11.1,541951.0,809,1,0,0.248,1024678,72,7.0,Vehicle,17469.74,1155892.0,2024-04-14,Rejected,0
L119861,C119861,52,Female,Salaried,9.5,706843.0,596,2,0,0.086,974958,12,8.98,Personal,85252.47,303959.0,2025-01-06,Approved,0
L119862,C119862,45,Female,Salaried,5.9,380571.0,608,0,1,0.185,130478,60,9.6,Home Improvement,2746.66,169341.0,2023-11-17,Approved,0
L119863,C119863,25,Male,Salaried,2.3,372287.0,739,2,0,0.251,425644,12,9.47,Personal,37316.03,137941.0,2023-10-22,Rejected,0
L119864,C119864,51,Male,Business,3.2,180000.0,648,0,0,0.207,221477,36,11.1,Vehicle,7261.37,161729.0,2023-05-06,Rejected,0
L119865,C119865,45,Female,Salaried,7.8,637708.0,774,1,0,0.501,441727,60,8.12,Personal,8982.02,112334.0,2023-12-03,Approved,0
L119866,C119866,37,Male,Salaried,10.4,776278.0,658,1,0,0.197,811436,36,10.67,Personal,26438.75,345094.0,2024-11-09,Rejected,0
L119867,C119867,21,Female,Salaried,3.7,480708.0,612,2,0,0.241,586569,36,9.71,Vehicle,18847.17,470021.0,2024-07-10,Approved,0
L119868,C119868,48,Male,Salaried,6.1,846936.0,628,2,1,0.47,998761,60,11.91,Vehicle,22171.49,1707021.0,2025-01-26,Approved,0
L119869,C119869,32,Female,Salaried,8.6,427546.0,668,3,0,0.208,478343,60,12.27,Vehicle,10705.86,530982.0,2023-08-29,Rejected,0
L119870,C119870,41,Female,Business,11.9,1386755.0,779,1,0,0.323,1301532,36,7.0,Home Improvement,40187.53,1776786.0,2025-07-19,Approved,0
L119871,C119871,39,Male,Business,6.4,1469590.0,632,1,0,0.39,2500000,36,10.73,Education,81527.51,686054.0,2023-03-24,Rejected,0
L119872,C119872,53,Female,Salaried,10.9,469698.0,684,0,0,0.381,271527,36,8.35,Personal,8552.58,45353.0,2025-02-07,Approved,0
L119873,C119873,37,Female,Salaried,16.6,331413.0,707,1,0,0.256,286812,36,10.92,Vehicle,9378.99,310153.0,2024-04-23,Approved,1
L119874,C119874,38,Male,Self-employed,7.3,508830.0,675,0,1,0.145,352707,48,8.33,Home Improvement,8665.35,611092.0,2025-09-14,Approved,0
L119875,C119875,54,Female,Business,8.1,931518.0,696,1,0,0.328,989683,60,10.53,Vehicle,21286.86,1594632.0,2023-07-31,Approved,1
L119876,C119876,31,Male,Self-employed,3.2,327984.0,649,1,0,0.155,532215,24,8.11,Vehicle,24097.35,863625.0,2023-06-02,Approved,0
L119877,C119877,46,Male,Self-employed,4.0,643491.0,628,4,0,0.369,472041,48,11.72,Home Improvement,12365.85,779135.0,2025-12-31,Approved,0
L119878,C119878,36,Male,Salaried,6.9,617496.0,662,0,0,0.19,737465,48,9.05,Home Improvement,18369.36,1222429.0,2024-07-23,Rejected,0
L119879,C119879,28,Male,Salaried,1.1,924608.0,586,1,0,0.345,234783,24,12.97,Business,11158.7,225973.0,2025-09-12,Approved,0
L119880,C119880,38,Female,Salaried,3.6,180000.0,730,2,0,0.493,87794,36,9.86,Education,2827.1,2135.0,2023-06-05,Rejected,0
L119881,C119881,45,Male,Salaried,26.9,1948131.0,850,0,0,0.328,1346655,60,9.26,Home Improvement,28124.58,1161986.0,2025-01-20,Approved,0
L119882,C119882,52,Female,Salaried,0.7,574364.0,648,0,0,0.056,558817,72,7.83,Education,9751.55,111208.0,2023-05-26,Approved,0
L119883,C119883,53,Male,Salaried,1.1,414324.0,608,2,2,0.218,174651,60,12.74,Home Improvement,3950.64,247157.0,2023-09-26,Approved,1
L119884,C119884,35,Male,Self-employed,8.3,824600.0,692,0,0,0.335,984125,48,7.13,Personal,23625.5,338575.0,2025-03-24,Approved,0
L119885,C119885,28,Male,Salaried,7.9,1014121.0,743,3,0,0.518,1070560,36,11.8,Home Improvement,35455.73,744106.0,2024-07-20,Rejected,0
L119886,C119886,35,Female,Salaried,3.2,1593787.0,738,1,0,0.114,730903,12,7.0,Business,63242.66,1107523.0,2024-09-30,Approved,0
L119887,C119887,26,Female,Salaried,5.9,431362.0,641,0,1,0.277,538054,36,12.64,Home Improvement,18036.01,821268.0,2025-10-16,Rejected,0
L119888,C119888,36,Male,Salaried,4.3,1453918.0,729,1,0,0.287,1719690,48,7.63,Vehicle,41684.63,2935959.0,2023-03-26,Rejected,0
L119889,C119889,35,Female,Salaried,10.2,412918.0,673,1,0,0.103,513097,72,9.97,Vehicle,9497.79,481660.0,2023-11-24,Rejected,0
L119890,C119890,45,Male,Business,4.0,275329.0,666,0,0,0.222,421346,48,10.89,Business,10867.41,720926.0,2023-05-28,Approved,0
L119891,C119891,21,Female,Salaried,5.7,326072.0,657,3,0,0.371,342296,48,10.63,Personal,8785.44,56247.0,2025-07-29,Approved,0
L119892,C119892,31,Male,Self-employed,11.1,226175.0,590,2,0,0.25,97995,60,12.41,Personal,2200.2,12428.0,2024-12-24,Approved,0
L119893,C119893,31,Male,Salaried,11.7,1216683.0,756,1,0,0.271,366794,60,7.7,Business,7384.71,478777.0,2025-10-09,Rejected,0
L119894,C119894,50,Female,Salaried,8.0,979476.0,665,0,0,0.364,1171693,36,9.43,Education,37494.45,523664.0,2025-03-10,Approved,0
L119895,C119895,27,Male,Salaried,5.7,668149.0,696,0,0,0.26,413386,48,8.92,Personal,10271.43,157959.0,2023-12-11,Approved,0
L119896,C119896,40,Female,Self-employed,13.0,1006989.0,734,2,0,0.174,1176677,48,7.28,Home Improvement,28330.1,1904610.0,2024-11-14,Approved,0
L119897,C119897,37,Female,Salaried,4.8,180000.0,673,3,0,0.428,186132,48,12.02,Home Improvement,4903.4,325835.0,2024-04-06,Rejected,0
L119898,C119898,48,Male,Salaried,6.1,744030.0,669,4,0,0.408,832315,12,11.59,Vehicle,73790.64,1076013.0,2023-11-29,Approved,0
L119899,C119899,44,Male,Salaried,5.2,479626.0,706,1,0,0.265,1009168,24,12.16,Vehicle,47580.48,972149.0,2024-06-19,Approved,0
L119900,C119900,39,Female,Salaried,9.3,360123.0,715,3,0,0.412,406143,36,8.82,Home Improvement,12881.24,596920.0,2024-08-18,Rejected,0
L119901,C119901,32,Male,Salaried,5.3,250245.0,672,2,0,0.258,285728,12,8.85,Business,24967.46,295359.0,2025-08-04,Approved,0
L119902,C119902,21,Female,Salaried,2.5,794460.0,655,3,0,0.221,1021714,24,9.94,Personal,47118.63,285107.0,2023-05-08,Rejected,0
L119903,C119903,40,Male,Salaried,10.7,1607234.0,765,1,0,0.128,1235672,18,7.0,Business,72515.39,2045673.0,2023-01-18,Approved,0
L119904,C119904,43,Female,Self-employed,12.6,303549.0,707,1,0,0.32,103659,24,10.32,Vehicle,4798.66,121085.0,2023-02-26,Approved,0
L119905,C119905,22,Male,Business,8.4,1788389.0,776,0,0,0.17,1457658,24,7.0,Personal,65263.11,601554.0,2024-11-07,Rejected,0
L119906,C119906,26,Male,Salaried,10.6,466298.0,641,0,2,0.223,271293,24,9.23,Medical,12422.6,93500.0,2024-05-25,Approved,0
L119907,C119907,41,Male,Salaried,13.3,485360.0,633,1,1,0.169,882231,36,8.89,Business,28009.57,924385.0,2025-11-04,Approved,0
L119908,C119908,41,Female,Salaried,1.9,776084.0,653,2,0,0.464,506379,60,11.23,Vehicle,11068.08,891021.0,2025-06-05,Approved,0
L119909,C119909,28,Male,Self-employed,6.2,833776.0,715,2,0,0.389,1053429,60,8.7,Medical,21714.39,87615.0,2023-07-01,Approved,0
L119910,C119910,32,Male,Salaried,8.3,409441.0,662,0,0,0.26,552826,24,9.62,Home Improvement,25413.26,920350.0,2024-04-14,Rejected,0
L119911,C119911,21,Male,Self-employed,10.1,295910.0,513,4,0,0.374,358044,60,12.88,Vehicle,8124.62,551722.0,2024-02-28,Rejected,0
L119912,C119912,52,Female,Salaried,7.1,885202.0,565,1,0,0.224,1515424,36,12.56,Medical,50740.05,337807.0,2025-05-18,Approved,0
L119913,C119913,25,Male,Self-employed,9.6,1247182.0,677,0,0,0.097,541101,18,7.7,Vehicle,31926.85,698415.0,2023-12-17,Approved,0
L119914,C119914,43,Male,Salaried,4.0,291446.0,661,3,0,0.171,402816,36,9.86,Vehicle,12971.28,399770.0,2025-10-05,Rejected,0
L119915,C119915,38,Male,Self-employed,7.3,488967.0,635,1,0,0.315,652989,36,9.84,Vehicle,21021.1,961012.0,2024-03-08,Rejected,0
L119916,C119916,51,Male,Business,5.8,1058065.0,707,0,0,0.175,1538765,84,11.88,Personal,27064.76,398569.0,2023-12-20,Rejected,0
L119917,C119917,30,Male,Business,22.3,745521.0,710,1,0,0.17,814889,36,8.69,Vehicle,25795.84,664700.0,2024-01-10,Approved,0
L119918,C119918,39,Male,Salaried,16.9,706965.0,717,3,0,0.328,386858,48,10.44,Vehicle,9893.67,359454.0,2024-08-21,Rejected,0
L119919,C119919,21,Male,Salaried,9.0,857495.0,777,2,0,0.31,267909,48,8.42,Home Improvement,6593.39,240246.0,2023-04-17,Rejected,0
L119920,C119920,21,Male,Business,7.6,1143357.0,776,0,0,0.141,1591677,36,8.21,Vehicle,50031.71,2305842.0,2025-11-22,Rejected,0
L119921,C119921,44,Male,Salaried,5.1,1573028.0,610,4,0,0.464,1769075,36,11.67,Vehicle,58480.16,2756915.0,2024-03-19,Rejected,0
L119922,C119922,21,Male,Salaried,5.0,1056557.0,680,2,0,0.193,1355513,36,8.3,Education,42664.7,607265.0,2023-08-15,Approved,0
L119923,C119923,36,Female,Salaried,7.9,1350985.0,758,1,0,0.12,686392,36,7.0,Vehicle,21193.79,681091.0,2024-12-22,Rejected,0
L119924,C119924,48,Female,Business,15.8,914507.0,679,2,0,0.383,1111125,36,11.43,Personal,36603.49,259945.0,2024-06-27,Approved,0
L119925,C119925,45,Male,Business,8.4,233739.0,752,0,0,0.262,178104,48,8.05,Personal,4352.22,10417.0,2025-09-20,Rejected,0
L119926,C119926,31,Female,Business,15.2,462004.0,706,2,0,0.29,115469,36,9.91,Medical,3720.98,12670.0,2024-10-07,Approved,0
L119927,C119927,22,Male,Salaried,4.4,1527728.0,674,0,0,0.197,1560378,24,7.82,Vehicle,70443.64,2502982.0,2023-01-07,Approved,0
L119928,C119928,43,Male,Business,6.2,2456808.0,815,1,0,0.242,2500000,48,7.0,Vehicle,59865.61,3311915.0,2025-08-23,Approved,0
L119929,C119929,51,Female,Self-employed,3.8,348918.0,642,2,0,0.446,204052,72,12.54,Medical,4046.79,6421.0,2024-06-25,Approved,0
L119930,C119930,31,Male,Salaried,2.3,349604.0,594,2,0,0.403,641446,24,12.32,Personal,30291.04,157604.0,2024-07-29,Approved,1
L119931,C119931,30,Male,Self-employed,3.6,772539.0,724,2,0,0.374,1541948,12,10.89,Personal,136200.82,198112.0,2025-08-21,Rejected,0
L119932,C119932,33,Female,Salaried,3.6,319629.0,768,1,0,0.145,347038,60,7.15,Home Improvement,6896.35,461410.0,2025-09-01,Rejected,0
L119933,C119933,44,Male,Self-employed,17.1,243469.0,545,0,1,0.358,149909,72,13.24,Personal,3028.31,53143.0,2024-05-13,Rejected,0
L119934,C119934,50,Male,Business,1.2,712165.0,645,0,1,0.128,761617,18,9.98,Vehicle,45733.48,1039056.0,2025-05-26,Approved,1
L119935,C119935,26,Female,Self-employed,5.1,714335.0,768,2,0,0.271,1003640,48,8.57,Medical,24771.21,459052.0,2024-04-12,Rejected,0
L119936,C119936,23,Female,Business,14.9,684322.0,653,2,0,0.286,590914,24,12.94,Personal,28076.48,16894.0,2023-10-17,Approved,0
L119937,C119937,61,Male,Salaried,3.0,703321.0,653,2,0,0.285,1255516,60,9.35,Personal,26276.23,103216.0,2025-02-27,Rejected,0
L119938,C119938,36,Male,Salaried,9.4,180000.0,686,2,0,0.297,114539,60,8.12,Vehicle,2329.02,137790.0,2024-04-27,Rejected,0
L119939,C119939,41,Male,Salaried,6.2,715303.0,620,2,0,0.305,900504,24,10.64,Personal,41820.19,441734.0,2024-04-20,Approved,0
L119940,C119940,31,Female,Salaried,13.5,1168804.0,748,0,0,0.282,957142,36,10.93,Medical,31303.88,442346.0,2023-07-18,Approved,0
L119941,C119941,43,Male,Salaried,8.9,428068.0,640,4,0,0.4,180226,36,10.85,Personal,5887.57,25865.0,2024-08-02,Approved,0
L119942,C119942,48,Male,Self-employed,10.2,1863262.0,710,1,0,0.071,1601710,24,8.55,Business,72843.45,2668852.0,2024-03-15,Rejected,0
L119943,C119943,41,Male,Salaried,0.5,841421.0,658,0,0,0.134,203959,12,8.28,Medical,17768.49,34742.0,2024-04-16,Approved,0
L119944,C119944,55,Male,Salaried,6.6,496773.0,663,0,0,0.265,313951,60,8.73,Medical,6476.04,4236.0,2024-09-30,Rejected,0
L119945,C119945,35,Female,Salaried,9.7,899105.0,756,2,0,0.375,1482363,24,9.61,Education,68137.01,691818.0,2023-12-01,Approved,0
L119946,C119946,35,Male,Business,11.3,873092.0,725,1,0,0.321,326816,48,9.19,Personal,8162.35,151345.0,2024-07-29,Rejected,0
L119947,C119947,40,Female,Salaried,3.1,285467.0,657,1,0,0.321,266206,18,12.3,Personal,16270.91,86635.0,2023-12-14,Approved,0
L119948,C119948,43,Male,Business,1.6,748350.0,704,2,0,0.455,364718,60,10.11,Personal,7768.93,97043.0,2024-02-12,Approved,0
L119949,C119949,40,Female,Business,6.9,444775.0,624,0,0,0.158,285812,36,11.77,Education,9461.68,95714.0,2023-09-17,Rejected,0
L119950,C119950,25,Female,Salaried,6.3,1953663.0,809,2,0,0.225,1405372,60,7.16,Personal,27934.26,676095.0,2024-02-20,Rejected,0
L119951,C119951,41,Female,Salaried,9.7,2020124.0,785,1,0,0.203,2500000,48,7.0,Personal,59865.61,8599.0,2023-04-14,Approved,0
L119952,C119952,34,Female,Self-employed,4.3,1245675.0,763,1,0,0.166,341844,60,7.19,Medical,6799.61,4978.0,2025-03-24,Rejected,0
L119953,C119953,32,Male,Salaried,3.7,483183.0,701,2,0,0.288,134662,24,11.6,Education,6313.88,48118.0,2024-06-10,Rejected,0
L119954,C119954,38,Male,Self-employed,1.5,493013.0,700,1,0,0.342,242972,36,8.91,Home Improvement,7716.27,310071.0,2025-07-23,Approved,1
L119955,C119955,28,Female,Salaried,17.5,450247.0,769,1,0,0.3,299994,72,10.77,Personal,5674.83,47783.0,2023-05-27,Approved,0
L119956,C119956,27,Male,Salaried,8.0,458851.0,618,0,1,0.224,644270,48,10.94,Vehicle,16632.73,422869.0,2023-04-11,Rejected,0
L119957,C119957,21,Male,Salaried,21.8,1226038.0,719,0,0,0.279,1489712,12,8.07,Home Improvement,129635.93,2658116.0,2024-06-14,Approved,0
L119958,C119958,55,Male,Self-employed,9.4,932249.0,714,0,0,0.165,604362,12,9.48,Vehicle,52986.97,736084.0,2025-05-16,Rejected,0
L119959,C119959,44,Female,Self-employed,,450945.0,581,1,1,0.336,468058,24,11.77,Home Improvement,21982.88,444184.0,2023-03-24,Approved,1
L119960,C119960,37,Female,Business,6.1,180000.0,616,1,0,0.169,200735,36,12.33,Home Improvement,6698.96,213058.0,2024-12-11,Approved,0
L119961,C119961,31,Male,Self-employed,5.6,1140891.0,671,2,0,0.324,1452800,12,9.71,Personal,127528.34,407367.0,2025-12-09,Approved,0
L119962,C119962,21,Male,Salaried,11.5,470549.0,627,0,0,0.125,789939,60,9.11,Medical,16440.04,248482.0,2024-02-19,Approved,0
L119963,C119963,31,Male,Salaried,1.9,1181825.0,675,1,0,0.08,481651,36,7.0,Personal,14871.98,122987.0,2023-09-11,Approved,0
L119964,C119964,45,Male,Self-employed,7.8,207964.0,636,1,0,0.367,83173,48,11.71,Medical,2178.44,31056.0,2024-10-14,Approved,0
L119965,C119965,47,Male,Self-employed,4.3,275902.0,587,3,0,0.592,174838,36,14.14,Home Improvement,5987.44,218423.0,2025-02-19,Approved,1
L119966,C119966,44,Male,Salaried,3.4,756798.0,702,1,0,0.252,414401,36,11.21,Home Improvement,13608.21,532328.0,2023-02-19,Rejected,0
L119967,C119967,40,Male,Self-employed,6.9,4601797.0,850,0,0,0.199,2500000,36,8.34,Home Improvement,78733.63,2575142.0,2023-05-12,Rejected,0
L119968,C119968,51,Male,Salaried,12.6,397201.0,666,1,0,0.136,223695,48,9.12,Vehicle,5579.41,386469.0,2025-11-24,Approved,0
L119969,C119969,35,Male,Salaried,10.8,258864.0,700,0,0,0.237,386450,48,8.4,Home Improvement,9507.1,690017.0,2023-09-08,Approved,0
L119970,C119970,49,Male,Self-employed,2.7,481844.0,671,2,0,0.31,387120,36,11.09,Education,12690.32,39156.0,2024-02-02,Approved,0
L119971,C119971,34,Female,Self-employed,7.7,293866.0,750,1,0,0.479,174067,48,9.07,Personal,4337.45,27656.0,2023-06-21,Approved,0
L119972,C119972,29,Male,Salaried,17.6,795727.0,741,1,0,0.297,1104210,36,7.0,Vehicle,34094.8,1766886.0,2023-09-13,Approved,0
L119973,C119973,28,Male,Salaried,4.7,927609.0,643,0,0,0.103,875170,18,10.14,Personal,52616.59,43121.0,2023-05-28,Approved,0
L119974,C119974,27,Male,Business,11.3,394057.0,658,2,0,0.293,412651,24,12.93,Personal,19604.62,3982.0,2024-07-01,Approved,0
L119975,C119975,45,Male,Self-employed,10.4,290802.0,603,5,0,0.349,139896,60,11.53,Home Improvement,3078.79,202123.0,2024-02-23,Approved,1
L119976,C119976,31,Female,Business,10.2,969894.0,842,0,0,0.05,1949012,48,7.0,Personal,46671.52,531353.0,2023-09-15,Approved,0
L119977,C119977,28,Female,Salaried,7.0,678090.0,705,5,0,0.335,891120,36,10.45,Personal,28942.57,118173.0,2025-10-20,Approved,0
L119978,C119978,45,Male,Business,4.3,589385.0,648,0,0,0.347,229510,36,10.91,Personal,7504.08,12202.0,2023-01-30,Approved,0
L119979,C119979,41,Male,Salaried,7.6,456512.0,619,1,1,0.133,277900,12,11.08,Personal,24571.63,63856.0,2023-08-21,Rejected,0
L119980,C119980,48,Male,Business,27.5,814741.0,771,1,0,0.127,310206,36,9.33,Business,9912.18,244862.0,2023-04-18,Rejected,0
L119981,C119981,43,Male,Self-employed,7.5,248382.0,640,2,0,0.29,359948,12,11.39,Vehicle,31878.32,266598.0,2025-10-16,Approved,0
L119982,C119982,30,Male,Salaried,4.9,386337.0,681,0,1,0.174,271400,60,7.97,Medical,5499.12,68248.0,2023-03-18,Approved,0
L119983,C119983,39,Male,Salaried,4.9,843384.0,699,2,0,0.34,1653634,60,9.57,Education,34785.99,404095.0,2025-11-17,Approved,0
